VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
9OvXb1fot74,21,29,297776,clean,31,English,A group of women line dance.
9OvXb1fot74,21,29,373663,clean,42,English,Some women are dancing.
9OvXb1fot74,21,29,155632,clean,25,English,Woman are dancing together.
9OvXb1fot74,21,29,169605,clean,19,English,Girls are performing.
9OvXb1fot74,21,29,617730,clean,56,English,Several women are in a chorus line.
9OvXb1fot74,21,29,309959,clean,21,English,The chorus line danced together.
9OvXb1fot74,21,29,762891,clean,19,English,The ladies are performing a dance.
9OvXb1fot74,21,29,807872,clean,30,English,A line of dancers dances.
9OvXb1fot74,21,29,553931,clean,23,English,The chorus line did their leg dance.
vZa13vJugGU,0,30,550906,clean,59,English,A man is playing a guitar with his feet.
vZa13vJugGU,0,30,215924,clean,121,English,A guitar is played with feet.
vZa13vJugGU,0,30,135141,clean,60,English,A handicapped man is playing the guitar using his feet.
vZa13vJugGU,0,30,772960,clean,98,English,A man devoid of hands is playing a guitar using his feet.
vZa13vJugGU,0,30,922727,clean,36,English,A man is playing a guitar with his feet.
vZa13vJugGU,0,30,155632,clean,22,English,A man is playing a guitar with his feet.
vZa13vJugGU,0,30,374994,clean,52,English,A man is playing guitar with his feet.
vZa13vJugGU,0,30,280252,clean,39,English,A man is playing guitar with his feet.
vZa13vJugGU,0,30,615204,clean,39,English,A man is singing and playing a guitar with his feet.
vZa13vJugGU,0,30,275759,clean,531,English,A man playing guitar with his feet.
vZa13vJugGU,0,30,625932,clean,85,English,A man plays the guitar with his feet.
vZa13vJugGU,0,30,297776,clean,423,English,A man with no arms plays a guitar with his feet.
vZa13vJugGU,0,30,381885,clean,113,English,An armless man is playing a guitar with his feet.
vZa13vJugGU,0,30,553931,clean,34,English,The armless man played his guitar with his feet.
vZa13vJugGU,0,30,762891,clean,54,English,The man is playing the guitar with his feet.
vZa13vJugGU,0,30,309959,clean,19,English,The man strummed the guitar with his feet.
vZa13vJugGU,0,30,411294,unverified,31,English,The man with no arms is playing the guitar with his feet.
vZa13vJugGU,0,30,206300,unverified,89,English,A man whith no arms is playing guitar with his feet.
vZa13vJugGU,0,30,651813,unverified,35,English,A man is playing guitar with his feet.
vZa13vJugGU,0,30,682611,unverified,88,English,An armless man is singing and playing a guitar with his bare feet.
vZa13vJugGU,0,30,760882,unverified,21,English,A man plays a guitar with his feet.
vZa13vJugGU,0,30,252681,unverified,18,English,A man is playing the guitar with his feet.
vZa13vJugGU,0,30,394758,unverified,81,English,a handless man playing guitar with his foot
vZa13vJugGU,0,30,132126,unverified,48,English,A man playing the guitar with his feet.
vZa13vJugGU,0,30,845886,unverified,93,English,A man playing guitar with his feet at the side of a road.
vZa13vJugGU,0,30,339451,unverified,88,English,A disabled man is singing and playing a guitar with his bare feet.
vZa13vJugGU,0,30,185772,unverified,145,English,The disabled man play guitar with feet
vZa13vJugGU,0,30,371782,unverified,334,English,A man playing guitar using his foot.
vZa13vJugGU,0,30,435773,unverified,16,English,A man is playing a guitar with his feet.
vZa13vJugGU,0,30,497691,unverified,79,English,The man has been playing the guitar by means of the legs
vZa13vJugGU,0,30,730993,unverified,139,English,We can all be over-achievers playing guitars or stars.
vZa13vJugGU,0,30,654334,unverified,42,English,a man singing along while playing the guitar with his feet
vZa13vJugGU,0,30,157374,unverified,86,English,A man is playing the guitar with his feet.
vZa13vJugGU,0,30,599728,unverified,62,English,a man is playing a guitar with his feet
vZa13vJugGU,0,30,214410,unverified,61,English,An armless man is playing the guitar with his feet.
vZa13vJugGU,0,30,169605,unverified,19,English,someone is playing guitar with their feet.
vZa13vJugGU,0,30,169072,unverified,72,English,A man is playing guitar with his leg.
vZa13vJugGU,0,30,617730,unverified,11,English,A man is playing a guitar with his feet.
vZa13vJugGU,0,30,519427,unverified,89,English,a man is playing gitur with legs finger
vZa13vJugGU,0,30,383544,unverified,35,English,a man playing guitar with feet
vZa13vJugGU,0,30,467982,unverified,187,English,An unbelievable performance of a guitarist playing guitar through legs
vZa13vJugGU,0,30,394339,unverified,119,English,Man is playing the guitar with feet amazingly.
vZa13vJugGU,0,30,748930,unverified,80,English,A man is playing guitar with his feet.
vZa13vJugGU,0,30,443302,unverified,62,English,A man is playing guitar with feet.
vZa13vJugGU,0,30,309959,unverified,17,English,The armless man played the guitar with his feet.
vZa13vJugGU,0,30,777087,unverified,61,English,A man is playing a guitar with his feet.
vZa13vJugGU,0,30,130040,unverified,113,English,A handicaped man performing music instrument
vZa13vJugGU,0,30,762891,unverified,17,English,The man is playing the guitar with his feet.
vZa13vJugGU,0,30,807872,unverified,16,English,A man plays the guitar with his feet.
vZa13vJugGU,0,30,963466,unverified,58,English,A man is playing guitar with feet.
vZa13vJugGU,0,30,553931,unverified,16,English,The man strummed the guitar with his feet.
r4qv_BNlQNk,93,98,682611,clean,425,English,A boy puts a large piece of bark into his mouth.
r4qv_BNlQNk,93,98,760882,clean,43,English,A boy tries to eat wood.
r4qv_BNlQNk,93,98,707318,clean,19,English,A man is eating wood.
r4qv_BNlQNk,93,98,280252,clean,37,English,A man is eating a stone.
r4qv_BNlQNk,93,98,159786,clean,655,English,A kid is eating a rock.
r4qv_BNlQNk,93,98,435773,clean,25,English,A man puts a rock into his mouth.
r4qv_BNlQNk,93,98,922727,clean,125,English,A boy puts a rock in his mouth.
r4qv_BNlQNk,93,98,275759,clean,27,English,A man is eating something.
r4qv_BNlQNk,93,98,297776,clean,29,English,A man sticks a piece of bark in his mouth.
r4qv_BNlQNk,93,98,373663,clean,65,English,A boy puts some wood into his mouth.
r4qv_BNlQNk,93,98,155632,clean,19,English,A guy is eating.
r4qv_BNlQNk,93,98,169605,clean,21,English,A kid puts something in his mouth.
r4qv_BNlQNk,93,98,617730,clean,20,English,A man is eating a rock.
r4qv_BNlQNk,93,98,309959,clean,17,English,The boy put the bark into his mouth.
r4qv_BNlQNk,93,98,762891,clean,15,English,The man is eating.
r4qv_BNlQNk,93,98,807872,clean,41,English,A boy puts some hard bread in his mouth.
r4qv_BNlQNk,93,98,553931,clean,22,English,the boy put piece of bak into his mouth.
r4qv_BNlQNk,93,98,741585,unverified,20,English,A guy puts a rock in his mouth.
r4qv_BNlQNk,93,98,394339,unverified,422,English,a trying to each the brick........a funny scene
r4qv_BNlQNk,93,98,908745,unverified,32,English,A boy putting a flat rock into his mouth.
r4qv_BNlQNk,93,98,373663,unverified,38,English,A boy sticks a piece of wood into his mouth.
r4qv_BNlQNk,93,98,919506,unverified,46,English,a man eating.
r4qv_BNlQNk,93,98,562835,unverified,16,English,A man eats a rock.
r4qv_BNlQNk,93,98,554590,unverified,34,English,A man sticks a rock in his mouth.
r4qv_BNlQNk,93,98,318570,unverified,148,English,a young man is holding a stone in his mouth.
r4qv_BNlQNk,93,98,965612,unverified,42,English,the boy is eating the something
r4qv_BNlQNk,93,98,762891,unverified,15,English,The man is eating a rock.
r4qv_BNlQNk,93,98,561769,unverified,332,English,Eating the tree pieces.
dfOuTx66bJU,34,39,682611,clean,141,English,"A man walking down the street turns around, then turns back and starts jogging."
dfOuTx66bJU,34,39,760882,clean,14,English,A man is running.
dfOuTx66bJU,34,39,707318,clean,28,English,A man is running outside.
dfOuTx66bJU,34,39,280252,clean,38,English,A man is finding something.
dfOuTx66bJU,34,39,159786,clean,616,English,A person is jogging on a wooded path.
dfOuTx66bJU,34,39,275759,clean,29,English,A man is running.
dfOuTx66bJU,34,39,157374,clean,113,English,A man is running down a road as woman waits for him behind a tree.
dfOuTx66bJU,34,39,374994,clean,19,English,A man is jogging down a road.
dfOuTx66bJU,34,39,297776,clean,24,English,A man runs down a road.
dfOuTx66bJU,34,39,373663,clean,44,English,A man is jogging on a road.
dfOuTx66bJU,34,39,155632,clean,24,English,A man is running through the woods.
dfOuTx66bJU,34,39,169605,clean,12,English,A man is running.
dfOuTx66bJU,34,39,617730,clean,20,English,A man is running down the street.
dfOuTx66bJU,34,39,309959,clean,20,English,The man ran down the street.
dfOuTx66bJU,34,39,762891,clean,14,English,The man is running.
dfOuTx66bJU,34,39,675312,clean,84,English,A man is running along a wooded path.
dfOuTx66bJU,34,39,807872,clean,19,English,A man runs down a road.
dfOuTx66bJU,34,39,553931,clean,18,English,The man hurried down the street.
dfOuTx66bJU,34,39,965612,unverified,38,English,the boy is dancing
dfOuTx66bJU,34,39,132126,unverified,83,English,A scene from an Asian film.
dfOuTx66bJU,34,39,799001,unverified,19,English,A man is running through the woods.
dfOuTx66bJU,34,39,134458,unverified,73,English,The Tamil Actor Mohan and actress Radha are acting for a song
dfOuTx66bJU,34,39,318570,unverified,208,English,an actor is running for the song sequence.
dfOuTx66bJU,34,39,829808,unverified,365,English,A person is searching someone.
dfOuTx66bJU,34,39,418656,unverified,60,English,Actor Mohan is walking inside a forest.
dfOuTx66bJU,34,39,741585,unverified,17,English,A man is running down a street.
dfOuTx66bJU,34,39,599728,unverified,28,English,someone running on road
dfOuTx66bJU,34,39,373663,unverified,45,English,A man is running.
dfOuTx66bJU,34,39,919506,unverified,38,English,a man running on the road.
dfOuTx66bJU,34,39,263152,unverified,81,English,A FILM SHOT IN WHICH THE ACTOR IS SEARCHING THE ACTRESS IN A JUNGLE AND THE ACTRESS IS HINDING BEHIND THE TRESS FOR TEASING THE ACTOR
dfOuTx66bJU,34,39,303815,unverified,47,English,the boy and girl is dancing
dfOuTx66bJU,34,39,394339,unverified,162,English,A short clip from the Tamil Movie Mella Thiranthathu Kathavu.
dfOuTx66bJU,34,39,309959,unverified,15,English,The man hurried down the road.
dfOuTx66bJU,34,39,408179,unverified,15,English,A man is running.
dfOuTx66bJU,34,39,919804,unverified,21,English,A man is running down a road.
dfOuTx66bJU,34,39,762891,unverified,12,English,The man is running.
dfOuTx66bJU,34,39,221999,unverified,78,English,the man  and the woman are singing song
dfOuTx66bJU,34,39,675312,unverified,477,English,A man is running on a wooded path.
dfOuTx66bJU,34,39,869926,unverified,20,English,A man is running down the road.
giLxPCgLLqg,9,19,550906,clean,58,English,A man catches the ball in a game of cricket.
giLxPCgLLqg,9,19,135621,clean,214,English,A ball player in the outfield trips over a cable and manages to get his balance and catch a fly ball.
giLxPCgLLqg,9,19,147492,clean,51,English,A cricket player makes an impressive catch.
giLxPCgLLqg,9,19,625932,clean,44,English,A man catches a ball.
giLxPCgLLqg,9,19,760882,clean,46,English,A man catches a ball.
giLxPCgLLqg,9,19,155632,clean,25,English,A man catches a ball.
giLxPCgLLqg,9,19,374994,clean,63,English,A man is catching a ball after almost dropping it.
giLxPCgLLqg,9,19,922727,clean,37,English,A man is catching a ball.
giLxPCgLLqg,9,19,181773,clean,50,English,"A man is hitting a baseball, and another is catching it."
giLxPCgLLqg,9,19,297776,clean,45,English,A man makes a spectacular catch.
giLxPCgLLqg,9,19,772960,clean,255,English,A player fielding near the boundary manages to catch a cricket ball swung high in the air.
giLxPCgLLqg,9,19,275759,clean,77,English,A player is taking a catch in cricket.
giLxPCgLLqg,9,19,553931,clean,25,English,The baseball player made a great catch!
giLxPCgLLqg,9,19,762891,clean,43,English,The man caught the ball.
giLxPCgLLqg,9,19,309959,clean,26,English,The player made a great catch!
giLxPCgLLqg,9,19,807872,clean,47,English,Two teams play a cricket game.
giLxPCgLLqg,9,19,760882,unverified,16,English,People are playing cricket.
giLxPCgLLqg,9,19,799001,unverified,61,English,A man catches a ball.
giLxPCgLLqg,9,19,154335,unverified,109,English,In the playground the cricket players are play twenty 20 match
giLxPCgLLqg,9,19,807741,unverified,141,English,this is a good catch.
giLxPCgLLqg,9,19,615202,unverified,44,English,mas are playing cricet
giLxPCgLLqg,9,19,371782,unverified,104,English,A guy is catching the ball.
giLxPCgLLqg,9,19,418656,unverified,69,English,A player catched a ball.
giLxPCgLLqg,9,19,257511,unverified,30,English,A man hits a baseball and another man catches it.
giLxPCgLLqg,9,19,497691,unverified,46,English,A MAN IS PLAYING CRICKET.
giLxPCgLLqg,9,19,741585,unverified,39,English,A man makes a great catch in a game of cricket.
giLxPCgLLqg,9,19,599728,unverified,45,English,A player catch a bowl very awesome
giLxPCgLLqg,9,19,373663,unverified,25,English,Men are playing baseball.
giLxPCgLLqg,9,19,563584,unverified,36,English,A baseball player catches a baseball.
giLxPCgLLqg,9,19,309415,unverified,49,English,a man hitting a ball and man catching the ball in the field
giLxPCgLLqg,9,19,919506,unverified,137,English,the player catch the ball.
giLxPCgLLqg,9,19,705358,unverified,284,English,a player is good caughing on boundry
giLxPCgLLqg,9,19,169605,unverified,11,English,People are playing baseball.
giLxPCgLLqg,9,19,169072,unverified,35,English,Men are playing cricket.
giLxPCgLLqg,9,19,467982,unverified,76,English,A short video about a catch taken on a 20-20 cricket match.
giLxPCgLLqg,9,19,330036,unverified,165,English,Adem Voges is catching the ball.
giLxPCgLLqg,9,19,394339,unverified,690,English,A man trying to take a catch on boundary.
giLxPCgLLqg,9,19,334439,unverified,82,English,A player caught a ball in difficulty
giLxPCgLLqg,9,19,600230,unverified,14,English,A man catches a ball.
giLxPCgLLqg,9,19,130040,unverified,34,English,people playing cricket
giLxPCgLLqg,9,19,977945,unverified,294,English,"Adam Voges on ""that catch"" KFC Twenty20 vs New Zeland."
giLxPCgLLqg,9,19,947723,unverified,76,English,A baseball player barely captures a hard-to-catch ball.
giLxPCgLLqg,9,19,279187,unverified,291,English,A fielder throws the ball before he crosses boundary and catches the ball again after entering the boundary.
giLxPCgLLqg,9,19,346578,unverified,59,English,A player is catching a ball at a sporting event.
giLxPCgLLqg,9,19,963466,unverified,29,English,A man is catching ball.
giLxPCgLLqg,9,19,990853,unverified,106,English,the person is catching the ball
giLxPCgLLqg,9,19,633378,unverified,59,English,A man is catching a ball
giLxPCgLLqg,9,19,554590,unverified,120,English,"A cricket player catches a ball, throws it in the air, and catches it again before falling down."
giLxPCgLLqg,9,19,857450,unverified,69,English,Adam Voges on that catch
e996zZ0uV_A,152,163,280252,clean,55,English,A boy is adding juice in the cup.
e996zZ0uV_A,152,163,825347,clean,53,English,A boy is pouring a shake mixture from a blender into glasses.
e996zZ0uV_A,152,163,155632,clean,37,English,A boy is pouring something from a pitcher.
e996zZ0uV_A,152,163,807872,clean,31,English,A boy pours a chocolate shake into glasses.
e996zZ0uV_A,152,163,760882,clean,12,English,A boy pours chocolate milk.
e996zZ0uV_A,152,163,159786,clean,1763,English,A kid pours himself a smoothie.
e996zZ0uV_A,152,163,215924,clean,83,English,A liqud is poured into a cup.
e996zZ0uV_A,152,163,374994,clean,25,English,A man is pouring a brown liquid into two blue cups.
e996zZ0uV_A,152,163,617730,clean,40,English,A man is pouring a milk shake into a cup.
e996zZ0uV_A,152,163,922727,clean,30,English,A man is pouring drinks.
e996zZ0uV_A,152,163,275759,clean,65,English,A man is preparing some drink.
e996zZ0uV_A,152,163,297776,clean,37,English,A man pours a shake into two cups.
e996zZ0uV_A,152,163,772960,clean,350,English,A man pours brown colored milkshake from a blender into two tall blue plastic glasses.
e996zZ0uV_A,152,163,878566,clean,40,English,A young man is pouring a thick drink from a blender into two plastic cups.
e996zZ0uV_A,152,163,682611,clean,126,English,A young man pours a brown milkshake looking liquid into two blue glasses.
e996zZ0uV_A,152,163,135621,clean,63,English,Someone is pouring a brown liquid from a pitcher into two plastic cups.
e996zZ0uV_A,152,163,169605,clean,30,English,Someone pours a milkshake into two glasses.
e996zZ0uV_A,152,163,309959,clean,20,English,The boy poured a chocolate shake into two tumblers.
e996zZ0uV_A,152,163,553931,clean,30,English,The boy poured the shake into blue tumblers.
e996zZ0uV_A,152,163,762891,clean,35,English,The man is pouring blending drinks into cups.
e996zZ0uV_A,152,163,833861,unverified,66,English,He is drinking jusee
e996zZ0uV_A,152,163,965612,unverified,64,English,the person drinking juice
e996zZ0uV_A,152,163,741264,unverified,23,English,A young man is pouring two milkshakes.
e996zZ0uV_A,152,163,707318,unverified,20,English,A boy pours chocolate milk into cups.
e996zZ0uV_A,152,163,502429,unverified,92,English,A man is pouring coffee to a mug.
e996zZ0uV_A,152,163,933821,unverified,348,English,the two boys speaking something
e996zZ0uV_A,152,163,741585,unverified,17,English,A man is pouring a drink into two cups.
e996zZ0uV_A,152,163,561769,unverified,164,English,making the juice.
e996zZ0uV_A,152,163,503851,unverified,18,English,A boy is pouring milkshakes.
e996zZ0uV_A,152,163,373663,unverified,40,English,A man is pouring liquid into glasses.
e996zZ0uV_A,152,163,216311,unverified,86,English,A boy is pouring a mixture in to two cups.
e996zZ0uV_A,152,163,120123,unverified,71,English,A young man shows how an electronic flyswatter works.
e996zZ0uV_A,152,163,169072,unverified,85,English,A man is pouring some stuffs into a plastic tumbler.
e996zZ0uV_A,152,163,394339,unverified,245,English,A man putting some kind of juice in to glasses.
e996zZ0uV_A,152,163,408179,unverified,23,English,A boy is pouring drinks.
e996zZ0uV_A,152,163,334439,unverified,153,English,A person make a chocolate mix
e996zZ0uV_A,152,163,977945,unverified,573,English,Batsu!! Church Camp Edition!
e996zZ0uV_A,152,163,850652,unverified,95,English,A boy is pouring something into cups.
e996zZ0uV_A,152,163,279187,unverified,126,English,A man pours the juicer contents into two plastic jars.
e996zZ0uV_A,152,163,497662,unverified,53,English,guys are making the shake
e996zZ0uV_A,152,163,750723,unverified,136,English,a old men is talking
e996zZ0uV_A,152,163,554590,unverified,33,English,Someone pours milkshakes from a pitcher into glasses.
Ar70p1_LcfM,2,20,550906,clean,36,English,a kid playing on a computer
Ar70p1_LcfM,2,20,275759,clean,56,English,A boy is learning in a laptop.
Ar70p1_LcfM,2,20,280252,clean,47,English,A boy is playing a game in the computer.
Ar70p1_LcfM,2,20,825347,clean,20,English,A boy is playing a game on a laptop.
Ar70p1_LcfM,2,20,625932,clean,24,English,A boy is playing a game on the computer.
Ar70p1_LcfM,2,20,772960,clean,105,English,A boy is playing an activity game on a laptop.
Ar70p1_LcfM,2,20,155632,clean,22,English,A boy is playing with a computer.
Ar70p1_LcfM,2,20,374994,clean,32,English,A child is playing a computer game.
Ar70p1_LcfM,2,20,297776,clean,48,English,A kid uses the mousepad on a laptop computer.
Ar70p1_LcfM,2,20,922727,clean,35,English,A little boy is playing a computer game.
Ar70p1_LcfM,2,20,762891,clean,32,English,The boy is playing a game on the laptop.
Ar70p1_LcfM,2,20,309959,clean,18,English,The boy played a game on the laptop.
Ar70p1_LcfM,2,20,553931,clean,21,English,The boy played a game on the laptop.
Ar70p1_LcfM,2,20,617730,clean,128,English,A boy is playing on a laptop.
Kxa0mnDj0bs,113,124,772960,clean,257,English,A polar bear has placed its chin and fore limbs on the snow and is moving ahead by walking on its hind legs.
Kxa0mnDj0bs,113,124,135141,clean,38,English,A polar bear is lying on the ice and using its hind legs to push itself forward.
Kxa0mnDj0bs,113,124,922727,clean,49,English,A polar bear is sliding across snow.
Kxa0mnDj0bs,113,124,374994,clean,17,English,A polar bear is sliding across the snow.
Kxa0mnDj0bs,113,124,625932,clean,60,English,A polar bear is sliding its head along the ice.
Kxa0mnDj0bs,113,124,615204,clean,146,English,A polar bear pushes himself on the ice with his two hind legs.
Kxa0mnDj0bs,113,124,297776,clean,35,English,A polar bear pushes his head across the snow.
Kxa0mnDj0bs,113,124,159786,clean,381,English,A polar bear pushes itself across the ice.
Kxa0mnDj0bs,113,124,155632,clean,40,English,A polar bear slides through the snow on his belly.
Kxa0mnDj0bs,113,124,215924,clean,161,English,A polar bear trudges across the ice.
Kxa0mnDj0bs,113,124,550906,clean,25,English,A polar playing in the snow
Kxa0mnDj0bs,113,124,553931,clean,26,English,The polar bear is sliding on the ice.
Kxa0mnDj0bs,113,124,762891,clean,35,English,The polar bear is sliding on the snow.
ZlX_Gy4HP2E,38,55,550906,clean,24,English,A woman demonstrating a walking exercise.
ZlX_Gy4HP2E,38,55,155632,clean,32,English,A girl is exercising.
ZlX_Gy4HP2E,38,55,275759,clean,40,English,A woman is doing some exercises.
ZlX_Gy4HP2E,38,55,135621,clean,80,English,A woman is exercising by walking in place and raising and lowering her arms.
ZlX_Gy4HP2E,38,55,825347,clean,33,English,A woman is exercising standing up.
ZlX_Gy4HP2E,38,55,760882,clean,20,English,A woman is exercising.
ZlX_Gy4HP2E,38,55,651813,clean,14,English,A woman is exercising.
ZlX_Gy4HP2E,38,55,374994,clean,24,English,A woman is exercising.
ZlX_Gy4HP2E,38,55,169605,clean,12,English,A woman is exercising.
ZlX_Gy4HP2E,38,55,922727,clean,56,English,A woman is walking in place.
ZlX_Gy4HP2E,38,55,772960,clean,129,English,A woman standing in a room is demonstrating some warm-up exercises.
ZlX_Gy4HP2E,38,55,297776,clean,38,English,A woman walks in place.
ZlX_Gy4HP2E,38,55,295615,clean,50,English,A women exercises in a room.
ZlX_Gy4HP2E,38,55,309959,clean,15,English,The lady exercised to a video.
ZlX_Gy4HP2E,38,55,553931,clean,19,English,The lady exercised to music in the room.
ZlX_Gy4HP2E,38,55,762891,clean,15,English,The woman is exercising.
fr9H1WLcF1A,326,336,682611,clean,64,English,Many boys in a fenced yard are fighting with toy swords.
fr9H1WLcF1A,326,336,760882,clean,16,English,Children are fighting each other.
fr9H1WLcF1A,326,336,707318,clean,20,English,Children are fighting each other.
fr9H1WLcF1A,326,336,135621,clean,60,English,A number of boys are playing army in a yard.
fr9H1WLcF1A,326,336,280252,clean,31,English,Boys are fighting.
fr9H1WLcF1A,326,336,257511,clean,28,English,Some boys are pretending to fight with fake weapons in a yard.
fr9H1WLcF1A,326,336,275759,clean,85,English,Kids are fighting.
fr9H1WLcF1A,326,336,157374,clean,75,English,Several boys are playing in the backyard.
fr9H1WLcF1A,326,336,374994,clean,21,English,Children are play fighting in a yard.
fr9H1WLcF1A,326,336,373663,clean,61,English,Some boys are playing war.
fr9H1WLcF1A,326,336,155632,clean,21,English,Some boys are playing war.
fr9H1WLcF1A,326,336,617730,clean,75,English,Several kids are playing.
fr9H1WLcF1A,326,336,762891,clean,16,English,The boys are playing swoard fight.
fr9H1WLcF1A,326,336,675312,clean,872,English,Children are having a play battle in a yard.
fr9H1WLcF1A,326,336,807872,clean,27,English,Two armies of kids clash.
fr9H1WLcF1A,326,336,416765,unverified,49,English,A group of kids playing.
fr9H1WLcF1A,326,336,965612,unverified,61,English,the children is playing the guns
fr9H1WLcF1A,326,336,486133,unverified,42,English,Two groups of boys playing war.
fr9H1WLcF1A,326,336,316284,unverified,38,English,Children charge at each other with toy weapons.
fr9H1WLcF1A,326,336,741585,unverified,20,English,A group of kids are fighting.
fr9H1WLcF1A,326,336,599728,unverified,1077,English,children are fighting with each other
fr9H1WLcF1A,326,336,950698,unverified,177,English,"Why the hell would you have 19 kids?!?! I'd think 2 would be a handful! I would never have 19 of them! And their last baby is having difficulties, would that not be a sign to STOP having kids."
fr9H1WLcF1A,326,336,776761,unverified,45,English,Kids with foam weapons are fighting in a yard.
fr9H1WLcF1A,326,336,394339,unverified,364,English,Some kids are playing together.
fr9H1WLcF1A,326,336,762891,unverified,14,English,The boys are playing sword fight.
fr9H1WLcF1A,326,336,633378,unverified,39,English,The boys are hitting each other.
GPyFZMJ5Dow,56,70,550906,clean,35,English,A man prepares hamburger.
GPyFZMJ5Dow,56,70,625932,clean,49,English,A man is hand mixing ground beef.
GPyFZMJ5Dow,56,70,280252,clean,49,English,A man is kneading a meat.
GPyFZMJ5Dow,56,70,135621,clean,74,English,A man is mixing ground beef in a bowl
GPyFZMJ5Dow,56,70,252681,clean,35,English,A man is mixing hamburger meat with his hands.
GPyFZMJ5Dow,56,70,374994,clean,17,English,A man is mixing meat in a bowl with his hand.
GPyFZMJ5Dow,56,70,155632,clean,43,English,A man is mixing seasoning into ground beef.
GPyFZMJ5Dow,56,70,275759,clean,28,English,A man is preparing chicken.
GPyFZMJ5Dow,56,70,825347,clean,16,English,A man is tenderizing hamburger meat in a bowl.
GPyFZMJ5Dow,56,70,297776,clean,38,English,A man kneads some ground beef in a bowl.
GPyFZMJ5Dow,56,70,309959,clean,20,English,A man mixed hamburger in a bowl.
GPyFZMJ5Dow,56,70,553931,clean,26,English,A man mixed up hamburger.
GPyFZMJ5Dow,56,70,295615,clean,47,English,"A man mixes ground beef, in a bowl, with his hands."
GPyFZMJ5Dow,56,70,922727,clean,66,English,Meat is being mixed in a bowl.
GPyFZMJ5Dow,56,70,762891,clean,37,English,The man is mixing ground meat.
GPyFZMJ5Dow,56,70,772960,clean,180,English,"Using his fingers, a man is kneading a mixture of bacon and added seasonings placed in a steel bowl."
ZN2_czSBSD0,240,250,878566,clean,29,English,A man is running towards a tornado in an open field.
ZN2_czSBSD0,240,250,135621,clean,87,English,A man in an open field is shown running toward a swirling cloud of dust.
ZN2_czSBSD0,240,250,280252,clean,43,English,A man is running towards tornado.
ZN2_czSBSD0,240,250,922727,clean,34,English,Someone is running towards a tornado.
ZN2_czSBSD0,240,250,275759,clean,57,English,A man is  running towards a tornado.
ZN2_czSBSD0,240,250,374994,clean,46,English,A man is running toward a tornado in a dry field.
ZN2_czSBSD0,240,250,297776,clean,58,English,A man runs in the direction of a giant tornado.
ZN2_czSBSD0,240,250,155632,clean,21,English,A man is running into a twister.
ZN2_czSBSD0,240,250,772960,clean,175,English,A man is running on a muddy ground as a huge tornado is swirling ahead of him.
ZN2_czSBSD0,240,250,550906,clean,43,English,A boy runs toward a tornado.
ZN2_czSBSD0,240,250,309959,clean,16,English,A man ran toward a sand twister.
ZN2_czSBSD0,240,250,295615,clean,28,English,A man runs toward a tornado.
ZN2_czSBSD0,240,250,762891,clean,31,English,The man is running towards the tornado.
ZN2_czSBSD0,240,250,381885,clean,144,English,A man is running toward a tornado.
ZN2_czSBSD0,240,250,625932,clean,235,English,A man runs toward a tornado.
ZN2_czSBSD0,240,250,553931,clean,23,English,A man ran toward a sand tornado.
v7NpKUVqjpI,23,40,550906,clean,22,English,elephant and trainers in the jungle
v7NpKUVqjpI,23,40,922727,clean,47,English,A elephant is kicking a ball.
v7NpKUVqjpI,23,40,615204,clean,65,English,An elephant is kicking a football.
v7NpKUVqjpI,23,40,888508,clean,31,English,An elephant is kicking a soccer ball.
v7NpKUVqjpI,23,40,275759,clean,55,English,An elephant is playing with a football.
v7NpKUVqjpI,23,40,215924,clean,37,English,An elephant kicks a ball.
v7NpKUVqjpI,23,40,155632,clean,26,English,An elephant kicks a soccer ball to a man.
v7NpKUVqjpI,23,40,147492,clean,50,English,An elephant kicks a soccer ball.
v7NpKUVqjpI,23,40,297776,clean,41,English,An elephant kicks a soccer ball.
v7NpKUVqjpI,23,40,553931,clean,26,English,The elephant is kicking the ball.
v7NpKUVqjpI,23,40,762891,clean,44,English,The elephant is playing soccer with his trainers.
v7NpKUVqjpI,23,40,374994,clean,35,English,Two men and an elephant are playing with a ball.
v7NpKUVqjpI,23,40,135141,clean,293,English,Two men are helping an elephant practice football.
v7NpKUVqjpI,23,40,772960,clean,127,English,Two men are training a tusker elephant on how to kick a soccer ball.
v7NpKUVqjpI,23,40,295615,clean,71,English,"Two men, one with a ball and one with a stick, are playing with an elephant who is trying to kick the ball."
v7NpKUVqjpI,23,40,625932,clean,53,English,Two people play ball with an elephant.
v7NpKUVqjpI,23,40,394758,unverified,97,English,AN ELEPHANT KICKING SOCCER BALL
v7NpKUVqjpI,23,40,843841,unverified,934,English,the elephant eating and playing
v7NpKUVqjpI,23,40,599728,unverified,370,English,elephant playing
v7NpKUVqjpI,23,40,339451,unverified,73,English,An elephant is kicking a soccer ball to a man.
v7NpKUVqjpI,23,40,371782,unverified,106,English,An elephant is kicking the soccer ball.
v7NpKUVqjpI,23,40,728190,unverified,27,English,An elephant is playing with a ball.
v7NpKUVqjpI,23,40,107423,unverified,47,English,elephant is kicking a soccer ball
v7NpKUVqjpI,23,40,120123,unverified,46,English,Elephants in an enclosure being feed by workers and taken for a walk.
v7NpKUVqjpI,23,40,829808,unverified,53,English,two men playing football with the elephant
